name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Tangerinastraat	""	way	41179732	highway	residential	-70.0167203	12.5162852	22	0.2	Tangerinastraat	Aruba	""	Aruba	The Netherlands	nl	Tangerinastraat, Aruba, Aruba, Nederland	-70.0172390	12.5149360	-70.0164402	12.5177018	""	""	PAU 29, TAN 13, TAN 3 A, TAN 1 A, TAN 15, TAN 16, TAN 23, TAN 3 A, TAN 3 A, TAN 30, TAN 34, TAN 5, TAN 11, TAN 12, TAN 19, TAN 20, TAN 26, TAN 28, TAN 27, TAN 32, TAN 36, TAN 9, TAN 1 A, TAN 1 A, TAN 3 A, TAN 15, TAN 21, TAN 22, TAN 17, TAN 24, TAN 25, TAN 7, TAN 1 A, TAN 1, TAN 3, TAN 3 A, TAN 8, TAN 14, TAN 18, TAN 1 A
Tanchiweg	""	way	269107738	highway	residential	-68.8529712	12.1041914	22	0.2	Tanchiweg	Curaçao	""	Curaçao	The Netherlands	nl	Tanchiweg, Curaçao, Curaçao, Nederland	-68.8530994	12.1035834	-68.8528430	12.1047994	""	""	
Tampanjaweg	""	way	27118594	highway	residential	-68.8985377	12.1054867	22	0.2	Tampanjaweg	Curaçao	""	Curaçao	The Netherlands	nl	Tampanjaweg, Curaçao, Curaçao, Nederland	-68.8997837	12.1041340	-68.8983421	12.1057909	""	""	10
Tamborstraat	""	way	164424628	highway	residential	-70.0153327	12.5165857	22	0.2	Tamborstraat	Aruba	""	Aruba	The Netherlands	nl	Tamborstraat, Aruba, Aruba, Nederland	-70.0156085	12.5165206	-70.0150569	12.5166509	""	""	APS 31, APS 29, FIY 29
Tamarijnweg	""	way	30773448	highway	residential	-68.8966807	12.1033030	22	0.2	Tamarijnweg	Curaçao	""	Curaçao	The Netherlands	nl	Tamarijnweg, Curaçao, Curaçao, Nederland	-68.8967436	12.1027885	-68.8965618	12.1037990	""	""	
Tamarijn	""	way	30165947	multiple	residential,secondary,tertiary	-69.9913090	12.5375795	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	Tamarijn, Aruba, Aruba, Nederland	-69.9952226	12.5301399	-69.9860556	12.5399112	""	""	BAB 6 K, BLO 28 A, BLO 28 C, BLO 28 H, BLO 28 M, BLO 28 T, BLO 28 P, BLO 28 R, BLO 28 S, BLO 28 Q, BLO 29, TAM 61 L, PP 41 B, SPI 20 A, SPI 23 A, SPI 36 C, CBI 8 N, SLP 12, SLP 15, SLP 3 H, SLP 3 I, SLP 4, SLP 9, TAM 1 B, TAM 11 B, TAM 26 A, TAM 30 A, TAM 30, TAM 61 F, TAM 9 F, TAM 9 M, TAM Z/N, TAM 12 E, TAM 12 H, TAM 53, BLO 28 W, BLO 28 X, TAM 59, PP 45, PP 55 B, PP 55 C, PP 55 E, PP 55 D, SPI 20 B, SPI 20 F, SPI 20, SPI 31, SPI 36 D, TAM 11 A, TAM 12 D, TAM 11, TAM 12, TAM 18, TAM 22 E, TAM 9 A, TAM 9 I, TAM Z/N, PP 41 A, PP 61, SLP 20, SLP 21, SLP 3 B, SLP 5 B, SLP 9 A, TAM 28 S, TAM 30 B, TAM Z/N, SPI 20 D, SPI 20 C, SPI 20 E, SPI 20 L, SPI 23 C, SPI 23 E, SPI 23 D, SPI 23 G, SPI 23, SPI 27, SPI 29 B, SPI 32 A, SPI 32 B, SPI 32, SPI 32 B, SPI 36, SPI Z/N, TAM 1 A, TAM 2, TAM 2 A, TAM 2 B, TAM 28 A, TAM 28 B, TAM 28 C, TAM 28 D, TAM 28 G, TAM 28 P, TAM 28 Q, TAM 28 T, TAM 28, TAM 28, TAM 3 A, TAM 7, TAM Z/N, BLO 28 B, BLO 28 F, BLO 28 G, BLO 28 V, BLO 28 U, CBI 72, CBI 73, SLP 10 D, SLP 10 E, SLP 10 H, SLP 10 H, SLP 10 I, SLP 11 G, SLP 10, SLP 11, SLP 14 B, SLP 15 A, SLP 19, SLP 17, SLP 2 A, SLP 2 B, SLP 2, SLP 22, SLP 2, SLP 2, SLP 25, SLP 3 D, SLP 28, SLP 3 A, SLP 5 C, SLP 4, SLP 30, SLP 7, SLP 8, SLP 9 C, SLP 30, SLP Z/N, SLP 9 D, SLP 9 F, SLP, SLP, SLP, SLP, SLP, TAM 28 C, TAM 37 A, TAM 38, TAM 58, TAM 57, TAM 61 M, TAM 10 A, TAM 10, TAM 11 C, TAM 12 E, TAM 12 C, TAM 12 G, TAM 14, TAM 16, TAM 18, TAM 18 F, TAM 19, TAM 20, TAM 23 A, TAM 23 E, TAM 23, TAM 24 A, TAM 25, TAM 24, TAM 27, TAM 26, TAM 26 D, TAM 30 C, TAM 30 B, TAM 30, TAM 30, TAM 32 A, TAM 32 D, TAM 32, TAM 33, TAM 39, TAM 54, TAM 54 A, TAM 56 A, TAM 6, TAM 9 H, TAM 9 Q, TAM 9, TAM Z/N, TAM Z/N, TAM, TAM, TAM, TAM, TAM, TAM, TAM, TAM, BLO 28 D, BLO 28 J, BLO 28 N, SLP 27, SLP 51, TAM 61, TAM 61 P, TAM 62, TAM 65, BLO 28 E, BLO 28 L, TAM 36, TAM 37, TAM 38 A, TAM 54 B, TAM 61 A, TAM 61 E, TAM 61 K, TAM 64, TAM 61 C, TAM 61 N, TAM 63, CBI 71, SLP 10 C, SLP 10 G, SLP 10 K, SLP 11, SLP 14 B, SLP 13, SLP 14, SLP 29, SLP 3, TAM 28 E, TAM 29 A, PP 41 A, SPI 20, SPI 23 B, SPI 24, SPI 25, SPI 28, SPI 30, SPI 36 A, SPI 36 B, SPI, SPI 32 D, TAM 1 C, TAM 1 D, TAM 1, TAM 11 D, TAM 12 F, TAM 18 A, TAM 2 C, TAM 22, TAM 22, TAM 28 F, TAM 28 H, TAM 29, TAM 3 B, TAM 3, TAM 30 D, TAM 32 B, TAM 39, TAM 4, TAM 56, TAM 9 G, TAM 8, TAM 9 J, TAM Z/N, TAM, TAM, TAM Z/N, TAM Z/N, TAM, TAM, TAM 30, TAM 19 A, TAM 21, 58
Tamarijnstraat	""	way	30274157	highway	residential	-70.0186883	12.5123233	22	0.2	Tamarijnstraat	Aruba	""	Aruba	The Netherlands	nl	Tamarijnstraat, Aruba, Aruba, Nederland	-70.0189927	12.5120608	-70.0183839	12.5125858	""	""	SHM 6, TAS 1, TAS 2, TAS 4, TAS 5, TAS 6, TAS 3
Tamanacostraat	""	way	49282597	highway	residential	-68.9007264	12.1375702	22	0.2	Tamanacostraat	Curaçao	""	Curaçao	The Netherlands	nl	Tamanacostraat, Curaçao, Curaçao, Nederland	-68.9044470	12.1375702	-68.8999893	12.1389528	""	""	19, 2
Taki	""	way	30773440	highway	residential	-68.9016444	12.1017412	22	0.2	Taki	Curaçao	""	Curaçao	The Netherlands	nl	Taki, Curaçao, Curaçao, Nederland	-68.9020598	12.1011981	-68.9015858	12.1024831	""	""	
Tafelbergweg	""	way	165805915	highway	residential	-69.8920355	12.4379653	22	0.2	Tafelbergweg	Aruba	""	Aruba	The Netherlands	nl	Tafelbergweg, Aruba, Aruba, Nederland	-69.8926645	12.4379653	-69.8895262	12.4392089	""	""	TBW 16, TBW 19, TBW 22, TBW 28, TBW 30, TBW 32, TBW 10, TBW 12, TBW 34, TBW 10 A, TBW 40, TBW 38, TBW 10, TBW 18, TBW 30 A, TBW 20, TBW 7, TBW 13, TBW 27
T1-17	""	way	313766155	highway	residential	-68.8709596	12.0750311	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	T1-17, Curaçao, Curaçao, Nederland	291.1283556	12.0741982	291.1299044	12.0764333	""	""	""
Sweelinckstraat	""	way	41112411	highway	residential	-70.0302411	12.5167397	22	0.2	Sweelinckstraat	Aruba	""	Aruba	The Netherlands	nl	Sweelinckstraat, Aruba, Aruba, Nederland	-70.0324059	12.5166615	-70.0286483	12.5171638	""	""	ALB 20, CRW 10, SWL 7, SWL 11 A, SWL 2, SWL 6, SWL 9, MCS 34 A, MCS 50 A, SCR 2, SWL 1, SWL 11, SWL 5, JAC 1, SIB 22, SIB 20, SWL 21, SWL 17, SWL 8, IR 1, SWL 13, SWL 19, SWL 4, SWL 6, SWL 9 A
Swanweg	""	way	96642189	highway	residential	-68.9292031	12.1432133	22	0.2	Swanweg	Curaçao	""	Curaçao	The Netherlands	nl	Swanweg, Curaçao, Curaçao, Nederland	-68.9297315	12.1429658	-68.9288791	12.1437095	""	""	
Swammerdamstraat	""	way	97831746	highway	residential	-68.9438616	12.1113357	22	0.2	Swammerdamstraat	Curaçao	""	Curaçao	The Netherlands	nl	Swammerdamstraat, Curaçao, Curaçao, Nederland	-68.9447429	12.1105410	-68.9436924	12.1116190	""	""	
Supaiweg	""	way	96987527	highway	residential	-68.9095125	12.1431336	22	0.2	Supaiweg	Curaçao	""	Curaçao	The Netherlands	nl	Supaiweg, Curaçao, Curaçao, Nederland	-68.9099751	12.1430575	-68.9090498	12.1432097	""	""	1
Sunset Valley	""	node	3196517983	place	neighbourhood	-68.9089165	12.1568588	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Sunset Valley, Curaçao, Curaçao, Nederland	-68.9089165	12.1568588	-68.9089165	12.1568588	""	""	""
Sunset Heights	""	node	3196517982	place	neighbourhood	-68.9076166	12.1666715	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Sunset Heights, Curaçao, Curaçao, Nederland	-68.9076166	12.1666715	-68.9076166	12.1666715	""	""	""
Sumatrastraat	""	way	328492310	highway	residential	-68.9451346	12.1134629	22	0.2	Sumatrastraat	Curaçao	""	Curaçao	The Netherlands	nl	Sumatrastraat, Curaçao, Curaçao, Nederland	-68.9468383	12.1129815	-68.9426367	12.1139775	""	""	
Sujeewastraat	""	way	97831584	highway	residential	-68.9400096	12.1125330	22	0.2	Sujeewastraat	Curaçao	""	Curaçao	The Netherlands	nl	Sujeewastraat, Curaçao, Curaçao, Nederland	-68.9403906	12.1124498	-68.9396285	12.1126162	""	""	
Sudetenweg	""	way	139205724	highway	residential	-68.9523495	12.1202317	22	0.2	Sudetenweg	Curaçao	""	Curaçao	The Netherlands	nl	Sudetenweg, Curaçao, Curaçao, Nederland	-68.9523593	12.1198580	-68.9523396	12.1206054	""	""	
Sucuweg	""	way	99349723	highway	residential	-68.9454025	12.1732506	22	0.2	Sucuweg	Curaçao	""	Curaçao	The Netherlands	nl	Sucuweg, Curaçao, Curaçao, Nederland	-68.9457903	12.1724743	-68.9452412	12.1744396	""	""	
Sucasa	""	way	97726052	highway	residential	-68.9586147	12.1294494	22	0.2	Sucasa	Curaçao	""	Curaçao	The Netherlands	nl	Sucasa, Curaçao, Curaçao, Nederland	-68.9592213	12.1277337	-68.9562097	12.1309693	""	""	
Stuyvesantstraat	""	way	97831567	highway	residential	-68.9481469	12.1124946	22	0.2	Stuyvesantstraat	Curaçao	""	Curaçao	The Netherlands	nl	Stuyvesantstraat, Curaçao, Curaçao, Nederland	-68.9490218	12.1120887	-68.9472719	12.1129005	""	""	
Stuyvesantstraat	""	way	165387719	highway	residential	-69.9102874	12.4349559	22	0.2	Stuyvesantstraat	Aruba	""	Aruba	The Netherlands	nl	Stuyvesantstraat, Aruba, Aruba, Nederland	-69.9109600	12.4348075	-69.9096148	12.4351043	""	""	SYV 15, SYV 17 A, SYV 11, SYV 4, SYV 3, KZN 7, SYV 1, SYV 10, SYV 16, SYV 13, SYV 4, SYV 14, SYV 12
St. Thomas	""	way	97583246	highway	residential	-68.8609113	12.1217914	22	0.2	St. Thomas	Curaçao	""	Curaçao	The Netherlands	nl	St. Thomas, Curaçao, Curaçao, Nederland	-68.8613017	12.1212711	-68.8608517	12.1222734	""	""	
Struisvogel Farmweg	""	way	27160446	highway	residential	-68.8377453	12.1308452	22	0.2	Struisvogel Farmweg	Curaçao	""	Curaçao	The Netherlands	nl	Struisvogel Farmweg, Curaçao, Curaçao, Nederland	-68.8450509	12.1284739	-68.8303114	12.1334601	""	""	11C
Strea	""	way	31676123	highway	residential	-70.0185568	12.5228168	22	0.2	Strea	Aruba	""	Aruba	The Netherlands	nl	Strea, Aruba, Aruba, Nederland	-70.0197119	12.5225548	-70.0175102	12.5229628	""	""	SBA 16 C, STR 1, STR 19, STR 2, STR 21, YA 21, YA 30, YA 38, YA 34 A, YA 26, STR 18, YA 16, YA 23 D, YA 28, CL 50 A, CL 50, STR 13, STR 17, STR 16, STR 22, STR 4, CL 51, STR 10, STR 7, STR 6, YA 16 A, YA 14, YA 20, YA 22, YA 23 B, YA 23 E, YA 25, YA 32, YA 4, YA 6, YA 8, STR 11, STR 9, STR, YA 12, YA 22 A, YA 23 A, YA 23 A, YA 23 C, YA 34, SBA 34, STR 14, STR 5, STR 3 A, STR 3, SBA 31 A
St Peter Hillweg	""	way	165825630	highway	residential	-69.8974299	12.4443868	22	0.2	St Peter Hillweg	Aruba	""	Aruba	The Netherlands	nl	St Peter Hillweg, Aruba, Aruba, Nederland	-69.8974305	12.4436857	-69.8967999	12.4445533	""	""	SPH 13, SPH 19, SPH 25, SPH 7, FSH 21, SPH 10 A, SPH 17, SPH 14, SPH 11, SPH 10 C, SPH 9, CBW 12, CBW
Stoppelweg	""	way	166758479	highway	residential	-68.9491591	12.1161321	22	0.2	Stoppelweg	Curaçao	""	Curaçao	The Netherlands	nl	Stoppelweg, Curaçao, Curaçao, Nederland	-68.9497325	12.1157195	-68.9484262	12.1167789	""	""	
St Luciaweg	""	way	345834129	highway	residential	-68.9359378	12.1460557	22	0.2	St Luciaweg	Curaçao	""	Curaçao	The Netherlands	nl	St Luciaweg, Curaçao, Curaçao, Nederland	-68.9385764	12.1449755	-68.9335347	12.1467032	""	""	17
St. Lawrenceweg	""	way	343600699	highway	residential	-68.9519471	12.1271445	22	0.2	St. Lawrenceweg	Curaçao	""	Curaçao	The Netherlands	nl	St. Lawrenceweg, Curaçao, Curaçao, Nederland	-68.9520253	12.1258093	-68.9516648	12.1285051	""	""	
St. Koraal	""	way	375292384	highway	residential	-68.9326495	12.1561078	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	St. Koraal, Curaçao, Curaçao, Nederland	291.0669734	12.1558154	291.0676360	12.1564841	""	""	""
Stenen Koraal	""	way	95693117	highway	residential	-68.9319864	12.1639364	22	0.2	Stenen Koraal	Curaçao	""	Curaçao	The Netherlands	nl	Stenen Koraal, Curaçao, Curaçao, Nederland	-68.9329945	12.1636648	-68.9308742	12.1655898	""	""	127
Stenen Koraal Kaya J	""	way	166845477	highway	residential	-68.9346965	12.1673012	22	0.2	Stenen Koraal Kaya J	Curaçao	""	Curaçao	The Netherlands	nl	Stenen Koraal Kaya J, Curaçao, Curaçao, Nederland	-68.9356234	12.1668631	-68.9327282	12.1685474	""	""	
Steen Wijk	""	node	3196411036	place	neighbourhood	-68.8996987	12.0904405	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Steen Wijk, Curaçao, Curaçao, Nederland	-68.8996987	12.0904405	-68.8996987	12.0904405	""	""	""
Steenrijkstraat	""	way	100222124	highway	residential	-68.9107478	12.0983351	22	0.2	Steenrijkstraat	Curaçao	""	Curaçao	The Netherlands	nl	Steenrijkstraat, Curaçao, Curaçao, Nederland	-68.9110837	12.0976455	-68.9104119	12.0990247	""	""	
Steenmijnweg	""	way	30773441	highway	residential	-68.9011135	12.1022692	22	0.2	Steenmijnweg	Curaçao	""	Curaçao	The Netherlands	nl	Steenmijnweg, Curaçao, Curaçao, Nederland	-68.9013895	12.1014471	-68.9006241	12.1032824	""	""	
Steen Koraal	""	way	310281609	highway	residential	-68.9356677	12.1604907	22	0.2	Steen Koraal	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal, Curaçao, Curaçao, Nederland	-68.9356929	12.1595188	-68.9355110	12.1614748	""	""	
Steen Koraal Kaya J	""	way	97718124	highway	residential	-68.9317993	12.1627765	22	0.2	Steen Koraal Kaya J	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya J, Curaçao, Curaçao, Nederland	-68.9326046	12.1626439	-68.9309871	12.1629455	""	""	
Steen Koraal Kaya G	""	way	310282337	highway	residential	-68.9368211	12.1614185	22	0.2	Steen Koraal Kaya G	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya G, Curaçao, Curaçao, Nederland	-68.9377571	12.1614099	-68.9353213	12.1621395	""	""	
Steen Koraal Kaya F	""	way	95694187	highway	residential	-68.9370100	12.1617665	22	0.2	Steen Koraal Kaya F	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya F, Curaçao, Curaçao, Nederland	-68.9371639	12.1595525	-68.9366019	12.1638637	""	""	
Steen Koraal Kaya E	""	way	95694202	highway	residential	-68.9392456	12.1613727	22	0.2	Steen Koraal Kaya E	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya E, Curaçao, Curaçao, Nederland	-68.9393073	12.1600404	-68.9391942	12.1627159	""	""	
Steen Koraal Kaya D	""	way	375866075	highway	residential	-68.9386695	12.1627140	22	0.2	Steen Koraal Kaya D	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya D, Curaçao, Curaçao, Nederland	-68.9402249	12.1627129	-68.9371271	12.1629231	""	""	
Steen Koraal Kaya C	""	way	95694127	highway	residential	-68.9409099	12.1629001	22	0.2	Steen Koraal Kaya C	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya C, Curaçao, Curaçao, Nederland	-68.9415936	12.1628142	-68.9402249	12.1629197	""	""	25
Steen Koraal Kaya B	""	way	95694152	highway	residential	-68.9362964	12.1605138	22	0.2	Steen Koraal Kaya B	Curaçao	""	Curaçao	The Netherlands	nl	Steen Koraal Kaya B, Curaçao, Curaçao, Nederland	-68.9411310	12.1605005	-68.9315285	12.1609625	""	""	105B
Steenkoolweg	""	way	95693556	highway	residential	-68.9438877	12.1636000	22	0.2	Steenkoolweg	Curaçao	""	Curaçao	The Netherlands	nl	Steenkoolweg, Curaçao, Curaçao, Nederland	-68.9443154	12.1635764	-68.9433387	12.1642456	""	""	
St Catherinestraat	""	way	24331802	multiple	residential,tertiary	-69.8952545	12.4364162	22	0.2	""	Aruba	""	Aruba	The Netherlands	nl	St Catherinestraat, Aruba, Aruba, Nederland	-69.8952596	12.4340315	-69.8952332	12.4390923	""	""	CTH 37, CTH 43, EH 23 A, EH 15 G, EH 3 G, CTH 53, EH 18, EH 34 A, EH 15 G, EH 9 G, EH 17 A, EH 21 A, EH 58, EH 13 G, NIJ 67, CTH 31, CTH 39, HEU 1 A, CTH 41, CTH 43, CTH 51, EH 52, EH 52 A, FEU 1, CHT 20, EH 20 A, EH 24 A, EH 25 A, EH 7 G, EH 6 B, EH, CTH 45, EH 16 A, EH 19 A, EH 7 F, CHT 54 A, CTH 8, EH 22 A, EH 55, EH 53 A, EH 55 A, EH 1 G, EH 2 G, NIJ 59
Staringstraat	""	way	25558130	highway	residential	-69.8986979	12.4391046	22	0.2	Staringstraat	Aruba	""	Aruba	The Netherlands	nl	Staringstraat, Aruba, Aruba, Nederland	-69.8990851	12.4389315	-69.8983107	12.4392777	""	""	LEN 18, STG 4, STG 5, STG 6, STG 8, STG 9, STG 2, STG 7
St Antoniebergweg	""	way	165805913	highway	residential	-69.8963144	12.4397585	22	0.2	St Antoniebergweg	Aruba	""	Aruba	The Netherlands	nl	St Antoniebergweg, Aruba, Aruba, Nederland	-69.8978466	12.4394005	-69.8958283	12.4412759	""	""	SAW 11, SAW 33, SAW 15, SAW 19, SAW 7, KLW 2, SAW 29, SAW 31, SAW 7, SAW 9, NIJ 86, SAW 1, SAW 10, SAW 17, SAW 5, SAW 6, SAW 6, SAW 8, SAW 13, SAW 21
St Annaweg	""	way	110538965	highway	residential	-68.9196297	12.1052638	22	0.2	St Annaweg	Curaçao	""	Curaçao	The Netherlands	nl	St Annaweg, Curaçao, Curaçao, Nederland	-68.9203349	12.1051511	-68.9189244	12.1053764	""	""	
Standaardweg	""	way	96748262	highway	residential	-68.9203440	12.1501219	22	0.2	Standaardweg	Curaçao	""	Curaçao	The Netherlands	nl	Standaardweg, Curaçao, Curaçao, Nederland	-68.9204329	12.1496129	-68.9202338	12.1506322	""	""	
Stamperstraat	""	way	30422390	highway	residential	-69.9185366	12.4499866	22	0.2	Stamperstraat	Aruba	""	Aruba	The Netherlands	nl	Stamperstraat, Aruba, Aruba, Nederland	-69.9186811	12.4492953	-69.9179981	12.4509347	""	""	BRA 178, LPZ 17, STS 4, STS 4, BRA 178 A
Stadionplein	""	way	41713185	highway	residential	-70.0243050	12.5140503	22	0.2	Stadionplein	Aruba	""	Aruba	The Netherlands	nl	Stadionplein, Aruba, Aruba, Nederland	-70.0252042	12.5131726	-70.0233320	12.5143534	""	""	BEU 27, FER Z/N, FER 32, MAR 34 B, MAR Z/N, MAR 51, BEU 24, BEU 25, MAR 34 C
Stadhouderstraat	""	way	165395625	highway	residential	-69.9029561	12.4358827	22	0.2	Stadhouderstraat	Aruba	""	Aruba	The Netherlands	nl	Stadhouderstraat, Aruba, Aruba, Nederland	-69.9030173	12.4355147	-69.9028625	12.4362440	""	""	MOS 14, BEN 219, LOU 43, BEN 227, SHO 4, SHO 2
Sra. Anna Maria Jansen-Alberts	""	way	364666601	highway	residential	-69.9495846	12.4510466	22	0.2	Sra. Anna Maria Jansen-Alberts	Aruba	""	Aruba	The Netherlands	nl	Sra. Anna Maria Jansen-Alberts, Aruba, Aruba, Nederland	-69.9497097	12.4504779	-69.9494595	12.4516152	""	""	SAV 118 B, SAV 135 C, SAV 145, SAV 152, SAV 155, SAV 167 A, SAV 197, SAV 201, SAV 201, SAV 207, SAV 225 P, SAV Z/N, SAV, SAV 121 B, SAV 124 A, SAV 135 B, SAV 153, SAV 167, SAV 167, SAV 189 A, SAV 189 B, SAV 189 D, SAV 189 D, SAV 199 B, SAV 201, SAV 204 A, SAV 207 A, SAV 225 H, SAV 118 B, SAV 118 C, SAV 124 D, SAV 124 E, SAV 127, SAV 131 A, SAV 131, SAV 133 B, SAV 131, SAV 135 C, SAV 139, SAV 141, SAV 145 A, SAV 225 T, SAV 225 L, SAV 225 Q, SAV 227 B, SAV 227 E, SAV Z/N, SAV, SAV, SAV 124 A, SAV 126, SAV 150, SAV 118 A, SAV 116 A, SAV 118, SAV 123 A, SAV 121 C, SAV 124 B, SAV 124 C, SAV 124, SAV 154, SAV 164, SAV 190 A, SAV 192 A, SAV 204 B, SAV 225 J, SAV 225 P, SAV 225 N, SAV 225 U, SAV 227 A, SAV 227 D, SAV, SAV 135 A, SAV 135 C, SAV 143, SAV 145 A, SAV 149, SAV 167, SAV 189 E, SAV 189, SAV 189 F, SAV 193, SAV 195 C, SAV 199, SAV, SAV 153 A, SAV 167, SAV 189 C, SAV 189 D, SAV 189 G, SAV 195, SAV 199, SAV 199, SAV 201, SAV 114, SAV 123, SAV 123 M, SAV 129, SAV 135 C, SAV 135, SAV 135, SAV 137, SAV 141 B, SAV 147, SAV 148, SAV 151, SAV 187 A, SAV 189 C, SAV 191, SAV 192 B, SAV 225 B, SAV 225 F, SAV 225 C, SAV 225 G, SAV 225 K, SAV 227, SAV 199 A, SAV 201
Sportpark	""	way	165725501	highway	residential	-69.9052312	12.4383639	22	0.2	Sportpark	Aruba	""	Aruba	The Netherlands	nl	Sportpark, Aruba, Aruba, Nederland	-69.9052599	12.4378999	-69.9052025	12.4388278	""	""	SPO 2, SPO 4, SPO 6, SPO 8, PHD 61
Sportlaan	""	way	291761719	highway	residential	-68.9206004	12.1542313	22	0.2	Sportlaan	Curaçao	""	Curaçao	The Netherlands	nl	Sportlaan, Curaçao, Curaçao, Nederland	-68.9232124	12.1528293	-68.9187477	12.1542313	""	""	3, 2
Spinozastraat	""	way	38345001	highway	residential	-70.0350057	12.5213954	22	0.2	Spinozastraat	Aruba	""	Aruba	The Netherlands	nl	Spinozastraat, Aruba, Aruba, Nederland	-70.0354989	12.5213238	-70.0338024	12.5214396	""	""	SPZ 2, SPZ 3, SPZ 6, SPZ 7, SPZ 13, SPZ 15, SPZ 17, ZLI 10, SPZ 4, HEN 20, SPZ 11, SPZ 9, ZLI 12
Spechtstraat	""	way	25568834	highway	residential	-70.0389136	12.5277243	22	0.2	Spechtstraat	Aruba	""	Aruba	The Netherlands	nl	Spechtstraat, Aruba, Aruba, Nederland	-70.0389767	12.5269796	-70.0388505	12.5284690	""	""	SPE 10, SPE 5, SPE 1, SPE 3, SPE 9, SPE 2, SPE 4, SPE 6, SPE 8, SPE 7
Sparrenweg	""	way	30827799	highway	residential	-68.9738089	12.1477721	22	0.2	Sparrenweg	Curaçao	""	Curaçao	The Netherlands	nl	Sparrenweg, Curaçao, Curaçao, Nederland	-68.9738174	12.1472010	-68.9719192	12.1486701	""	""	
Spanish Water	""	way	31649365	highway	residential	-68.8625975	12.0879473	22	0.2	Spanish Water	Curaçao	""	Curaçao	The Netherlands	nl	Spanish Water, Curaçao, Curaçao, Nederland	-68.8639743	12.0851632	-68.8617076	12.0901452	""	""	
Spaarnestraat	""	way	26994058	multiple	residential,tertiary	-68.9294647	12.1539864	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Spaarnestraat, Curaçao, Curaçao, Nederland	-68.9360540	12.1539864	-68.9248337	12.1558149	""	""	D 12-31B, D 22-20A, 19 B, 99C, D 23-7, 77E, 17, 20-10A, 24, 66, 22-6C, 89, 83, 22-20D, 24-5, 91 A, 77B, 82L, 74
Spaans LagoenWeg	""	way	94101703	highway	residential	-69.9713137	12.4666876	22	0.2	Spaans LagoenWeg	Aruba	""	Aruba	The Netherlands	nl	Spaans LagoenWeg, Aruba, Aruba, Nederland	-69.9721327	12.4661336	-69.9704540	12.4673022	""	""	LAW 33 C, LAW Z/N, LAW Z/N, BS 24 A, LAW 33 A, LAW 35 A, MST 4, LAW 33 B, LAW 35 C, LAW 35 B
Spaans Lagoen Weg	""	way	94101700	highway	residential	-69.9681608	12.4650852	22	0.2	Spaans Lagoen Weg	Aruba	""	Aruba	The Netherlands	nl	Spaans Lagoen Weg, Aruba, Aruba, Nederland	-69.9706467	12.4640678	-69.9675170	12.4664468	""	""	BS 36, BS 46, LAW 37, LAW 57, LAW 59 B, LAW 39 A, LAW 39 B, LAW 39 C, LAW 57 A, LAW 59, LAW 59 A, LAW 67, LAW Z/N, PCH 36 F, LAW 61, LAW Z/N
Spaans Lagoenweg	""	way	30420209	highway	residential	-69.9691304	12.4650002	22	0.2	Spaans Lagoenweg	Aruba	""	Aruba	The Netherlands	nl	Spaans Lagoenweg, Aruba, Aruba, Nederland	-69.9744929	12.4604664	-69.9625555	12.4683533	""	""	LAW 18, LAW 39, LAW 47, PCH 74, PCH 76, PCH 84, LAW 32, LAW 34, LAW 22, LAW 38, LAW 4, LAW 69, PCH 76 H, LAG 11, LAG 13, LAG 15, LAG 9, LAW 10, LAW 14, LAW 18, LAW 16, LAW 20, LAW 29, LAW 25, LAW 23, LAW 27, LAW 30, LAW 31, LAW 28, LAW 24, LAW 33, LAW 35, LAW 43, LAW 45, LAW 53, LAW 55, LAW 49, LAW 6, LAW 6, LAW 71, LAW 73, LAW 75 A, LAW 75, LAW 8, LAW 81, LAW 83, PCH 88 A, PCH 90, LAW 38 A, LAW 40 A, LAW 40, LAW 42, LAW 44, LAW 52, LAW 52, LAW 89, PCH 72, PCH 72, PCH 76 A, PCH 88, PCH 92, LAW 12, LAW 44, LAW 48, LAW 79, LAW 77, LAW Z/N, LAW, PCH 76 E, PCH 76 B, LAW 7, LAW 41, LAW 51, LAW 8 A, LAW 8
